code_site,adresse,operateur,mise_en_serv,mise_en_serv_4g,mise_en_serv_5g_3500,mise_en_serv_5g_700,type,ardt,geo_shape,geo_point_2d
75103_008_03,11 Boulevard des filles du calvaire,FREE MOBILE,2014-12-22,2014-12-22,,,3G/4G/5G,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.3667029997668743, 48.86213399998355], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3667029997668743, 'lat': 48.86213399998355}"
00000008U8,112 Rue des moines,ORANGE,2012-04-26,2014-09-08,2023-07-31,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3229269994821453, 48.8927699998697], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3229269994821453, 'lat': 48.8927699998697}"
753591,12 Rue leo delibes,SFR,2024-02-09,,,,2G/3G/4G,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.287930499787575, 48.86708399971483], 'type': 'Point'}, 'properties': {}}","{'lon': 2.287930499787575, 'lat': 48.86708399971483}"
T15441,120 Rue de turenne,BOUYGUES,2021-08-12,,,,,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.3647905001214977, 48.86356499965459], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3647905001214977, 'lat': 48.86356499965459}"
T10923,122 Avenue du general leclerc,BOUYGUES,2013-10-04,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3257062230812484, 48.824885136727225], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3257062230812484, 'lat': 48.824885136727225}"
00032718U3,129 Rue de la pompe,ORANGE,2017-03-23,2017-03-23,2023-08-10,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.279852999977476, 48.86637300043313], 'type': 'Point'}, 'properties': {}}","{'lon': 2.279852999977476, 'lat': 48.86637300043313}"
T15895,13 Rue de bellevue,BOUYGUES,2000-02-01,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.393946000524938, 48.879486000371045], 'type': 'Point'}, 'properties': {}}","{'lon': 2.393946000524938, 'lat': 48.879486000371045}"
756108,133 Avenue des champs elysees,SFR,2022-06-30,,,,2G/3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.2970025003948495, 48.87278999992903], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2970025003948495, 'lat': 48.87278999992903}"
750314,14 Rue pelee,SFR,2023-09-25,,,,2G/3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3708834999403234, 48.85990199990594], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3708834999403234, 'lat': 48.85990199990594}"
750083,149 Rue du chateau des rentiers,SFR,2021-03-19,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3638050006423983, 48.82948199975012], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3638050006423983, 'lat': 48.82948199975012}"
75119_080_01,15 Boulevard de la commanderie,FREE MOBILE,2023-11-22,2023-11-22,2023-12-13,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3852429998994285, 48.901679999615915], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3852429998994285, 'lat': 48.901679999615915}"
753547,15 Rue guenegaud,SFR,2024-11-07,,,,3G/4G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.3390712560101528, 48.855899130210936], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3390712560101528, 'lat': 48.855899130210936}"
75119_003_01,159 Avenue de flandres,FREE MOBILE,2013-09-16,2013-09-16,2023-07-18,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3804280000076177, 48.893769000370675], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3804280000076177, 'lat': 48.893769000370675}"
75101_034_06,16 Quai de la messigerie,FREE MOBILE,2023-03-24,2023-03-24,2023-04-13,,3G/4G/5G,75001,"{'type': 'Feature', 'geometry': {'coordinates': [2.3440274998228348, 48.858191999809286], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3440274998228348, 'lat': 48.858191999809286}"
75107_011_01,16 Rue jean rey,FREE MOBILE,2012-03-13,2013-11-20,2023-03-15,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.291872499937868, 48.855329999658515], 'type': 'Point'}, 'properties': {}}","{'lon': 2.291872499937868, 'lat': 48.855329999658515}"
750008,163 Rue de charenton,SFR,2021-03-19,,,,2G/3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3841567627527636, 48.84446911260323], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3841567627527636, 'lat': 48.84446911260323}"
753580,163 Rue de la convention,SFR,,,,,2G/3G/4G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.293717499342409, 48.838580999643554], 'type': 'Point'}, 'properties': {}}","{'lon': 2.293717499342409, 'lat': 48.838580999643554}"
75115_106_01,168 Rue blomet,FREE MOBILE,2024-02-26,2024-02-26,2024-04-05,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.293839000002587, 48.8374560001957], 'type': 'Point'}, 'properties': {}}","{'lon': 2.293839000002587, 'lat': 48.8374560001957}"
75116_141_01,17 Rue de l'annonciation,FREE MOBILE,2021-12-01,2021-12-01,2021-12-02,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.279774732825898, 48.85633115418227], 'type': 'Point'}, 'properties': {}}","{'lon': 2.279774732825898, 'lat': 48.85633115418227}"
7510052055,17 Boulevard garibaldi,SFR,2024-06-12,,,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.303937000378235, 48.847445999850684], 'type': 'Point'}, 'properties': {}}","{'lon': 2.303937000378235, 'lat': 48.847445999850684}"
T96524,17 Boulevard malesherbes,BOUYGUES,2019-10-09,,,,,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.321721000155258, 48.87185400000635], 'type': 'Point'}, 'properties': {}}","{'lon': 2.321721000155258, 'lat': 48.87185400000635}"
75113_012_01,17 Rue abel gance,FREE MOBILE,2012-03-15,2014-03-04,2023-06-07,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3736897513066912, 48.8354871174299], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3736897513066912, 'lat': 48.8354871174299}"
T16731,17 Rue de la montagne l'esperou,BOUYGUES,2015-09-16,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.2755554997442853, 48.842307000095744], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2755554997442853, 'lat': 48.842307000095744}"
753128,17 Rue traversiere,SFR,2021-10-12,,,,2G/3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3713154996812924, 48.846275999778236], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3713154996812924, 'lat': 48.846275999778236}"
750300,174 Boulevard berthier,SFR,2022-04-06,,,,2G/3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.2939604998054968, 48.88618199967463], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2939604998054968, 'lat': 48.88618199967463}"
