code_site,adresse,operateur,mise_en_serv,mise_en_serv_4g,mise_en_serv_5g_3500,mise_en_serv_5g_700,type,ardt,geo_shape,geo_point_2d
00007979U5,11 Rue de tourtille,ORANGE,2011-01-24,2013-06-21,2021-03-15,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3814945006399664, 48.87071100029288], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3814945006399664, 'lat': 48.87071100029288}"
7510058059,11 Rue mandar,SFR,2023-11-10,,,,3G/4G/5G,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.3452515006114845, 48.86568899966069], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3452515006114845, 'lat': 48.86568899966069}"
75112_008_08,12 Avenue maurice ravel,FREE MOBILE,2019-07-05,2019-07-05,,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.4117237718361917, 48.8423271020515], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4117237718361917, 'lat': 48.8423271020515}"
753598,12 Rue brea,SFR,2023-06-30,,,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.329875000292202, 48.84298200014255], 'type': 'Point'}, 'properties': {}}","{'lon': 2.329875000292202, 'lat': 48.84298200014255}"
75104_035_01,12-14 Quai de gesvres,FREE MOBILE,2019-12-10,2019-12-10,2024-06-13,,3G/4G/5G,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.3485049997400496, 48.85696799973851], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3485049997400496, 'lat': 48.85696799973851}"
75109_036_01,124 Boulevard de rochechouart,FREE MOBILE,2021-03-17,2021-03-17,2021-07-15,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3398380000022496, 48.88226699992962], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3398380000022496, 'lat': 48.88226699992962}"
753615,139 Rue d'aboukir,SFR,,,,,2G/3G/4G,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.3517134997258773, 48.869226000012645], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3517134997258773, 'lat': 48.869226000012645}"
753583,14 Boulevard beaumarchais,SFR,,,,,2G/3G/4G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.368925999491798, 48.85506000043307], 'type': 'Point'}, 'properties': {}}","{'lon': 2.368925999491798, 'lat': 48.85506000043307}"
00080232U7,14 Rue cognacq jay,ORANGE,,2024-07-03,2024-07-03,,3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3037210000030783, 48.86189099993014], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3037210000030783, 'lat': 48.86189099993014}"
751278,14 Rue frederick lemaitre,SFR,2021-03-19,,,,2G/3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3921775001976857, 48.87396899966876], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3921775001976857, 'lat': 48.87396899966876}"
00000045U7,143 Avenue de versailles,ORANGE,2016-02-08,2014-05-16,2023-01-30,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.267748000403163, 48.841983000035995], 'type': 'Point'}, 'properties': {}}","{'lon': 2.267748000403163, 'lat': 48.841983000035995}"
757421,15 Rue de vaugirard,SFR,,,,,2G/3G/4G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.33734499979515, 48.8491650002265], 'type': 'Point'}, 'properties': {}}","{'lon': 2.33734499979515, 'lat': 48.8491650002265}"
00000408U7,156 Rue léon maurice nordmann,ORANGE,2012-02-07,2013-10-23,2024-08-02,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3420592366641637, 48.83348012959571], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3420592366641637, 'lat': 48.83348012959571}"
75112_069_01,163-175 Avenue daumesnil,FREE MOBILE,2020-08-05,2020-08-05,2021-04-13,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3911740001572697, 48.84077700016879], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3911740001572697, 'lat': 48.84077700016879}"
75117_027_01,165 Rue de rome,FREE MOBILE,2013-03-06,2013-10-02,,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.314422000364561, 48.887109000035444], 'type': 'Point'}, 'properties': {}}","{'lon': 2.314422000364561, 'lat': 48.887109000035444}"
751220,167 Rue d'alesia,SFR,2021-03-19,,,,2G/3G/4G/5G,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3183369994108527, 48.830624999757056], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3183369994108527, 'lat': 48.830624999757056}"
75113_015_07,178 Boulevard vincent auriol,FREE MOBILE,2015-01-13,2015-01-13,,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3573790002096153, 48.831606000274384], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3573790002096153, 'lat': 48.831606000274384}"
T16577,182 Rue st-honore,BOUYGUES,2024-07-04,,,,,75001,"{'type': 'Feature', 'geometry': {'coordinates': [2.338902000667506, 48.86239499969456], 'type': 'Point'}, 'properties': {}}","{'lon': 2.338902000667506, 'lat': 48.86239499969456}"
756223,19 Rue cognacq jay,SFR,2022-08-19,,,,2G/3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3031044996570555, 48.86174700018202], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3031044996570555, 'lat': 48.86174700018202}"
T15998,198-200 Avenue versailles,BOUYGUES,2018-09-19,,,,,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2603769999279297, 48.83904899954988], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2603769999279297, 'lat': 48.83904899954988}"
75112_056_01,2 Route de la ferme,FREE MOBILE,2019-12-20,2019-12-20,2021-12-10,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.463757276996831, 48.826910081085664], 'type': 'Point'}, 'properties': {}}","{'lon': 2.463757276996831, 'lat': 48.826910081085664}"
7510058534,2 Rue guy patin,SFR,2024-11-29,,,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3512769996142473, 48.88245599970228], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3512769996142473, 'lat': 48.88245599970228}"
75112_024_08,20-22 Rue beccaria,FREE MOBILE,2018-04-25,2018-04-24,2023-03-15,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3788529998140913, 48.84810300029581], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3788529998140913, 'lat': 48.84810300029581}"
00018367U8,21 Rue de la banque,ORANGE,2012-12-03,2012-09-17,2020-01-14,,3G/4G/5G,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.3410799997781484, 48.86836199964389], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3410799997781484, 'lat': 48.86836199964389}"
750111,211 Rue championnet,SFR,2022-03-18,,,,2G/3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3308650005140255, 48.89368799967829], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3308650005140255, 'lat': 48.89368799967829}"
T15873,22 Rue beaunier,BOUYGUES,2013-10-01,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3297849993999233, 48.82426200036401], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3297849993999233, 'lat': 48.82426200036401}"
T15870,226 Avenue du maine,BOUYGUES,2000-03-20,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.3263767260279837, 48.82853913619966], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3263767260279837, 'lat': 48.82853913619966}"
T18937,230 Rue de crimee,BOUYGUES,2007-04-04,,,,,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3739210002112343, 48.89338200036733], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3739210002112343, 'lat': 48.89338200036733}"
T15732,26-28 rue boursault,BOUYGUES,2013-10-01,,,,,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3200740001876965, 48.8840220002952], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3200740001876965, 'lat': 48.8840220002952}"
7510052047,26 Rue de la py,SFR,2023-12-27,,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4053984997402513, 48.86490599989443], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4053984997402513, 'lat': 48.86490599989443}"
00080177U8,27 Rue lécluse,ORANGE,,2013-07-01,2023-11-29,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3251050000010856, 48.884571000045], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3251050000010856, 'lat': 48.884571000045}"
751344,27 Avenue stephen pichon,SFR,2021-03-19,,,,2G/3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3590215002125796, 48.83256900017196], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3590215002125796, 'lat': 48.83256900017196}"
75112_009_01,27 Boulevard poniatowski,FREE MOBILE,2012-11-28,2013-12-14,2022-09-22,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.3991300002818674, 48.83252399966216], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3991300002818674, 'lat': 48.83252399966216}"
00025182U5,27 Avenue de la porte de clignancourt,ORANGE,2017-04-01,2017-04-01,2024-06-13,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.343861000319581, 48.89873699991253], 'type': 'Point'}, 'properties': {}}","{'lon': 2.343861000319581, 'lat': 48.89873699991253}"
00000089U7,28 Avenue raphaël,ORANGE,2011-05-26,2015-08-06,2022-03-29,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.267071229757299, 48.85810415961419], 'type': 'Point'}, 'properties': {}}","{'lon': 2.267071229757299, 'lat': 48.85810415961419}"
T15815,28 B rue cotentin,BOUYGUES,2013-10-01,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.313738000091761, 48.838715999656316], 'type': 'Point'}, 'properties': {}}","{'lon': 2.313738000091761, 'lat': 48.838715999656316}"
T10559,284 Boulevard st- germain,BOUYGUES,2000-10-05,,,,,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.3205014997563556, 48.861567000129995], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3205014997563556, 'lat': 48.861567000129995}"
7510052049,293 Rue belleville,SFR,2024-12-27,,,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.4018840003137574, 48.8761199998391], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4018840003137574, 'lat': 48.8761199998391}"
750040,3 Rue de l arrivee,SFR,,,,,2G/3G/4G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.322900000198117, 48.84365700038872], 'type': 'Point'}, 'properties': {}}","{'lon': 2.322900000198117, 'lat': 48.84365700038872}"
75116_144_01,3 Rue de la pompe,FREE MOBILE,2024-12-24,2024-12-24,2025-01-09,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2749462333012826, 48.858743156258846], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2749462333012826, 'lat': 48.858743156258846}"
750285,32 Rue de la procession,SFR,2021-03-19,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.3068124999842863, 48.83836499998827], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3068124999842863, 'lat': 48.83836499998827}"
T10586,327 Rue st martin,BOUYGUES,1996-05-31,,,,,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.3547510005085077, 48.867776999788994], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3547510005085077, 'lat': 48.867776999788994}"
00007514U3,38 Rue henri barbusse,ORANGE,2013-01-14,2014-04-02,2023-02-07,,3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.338749000656185, 48.841263000355156], 'type': 'Point'}, 'properties': {}}","{'lon': 2.338749000656185, 'lat': 48.841263000355156}"
00000010U8,4 Rue des moines,ORANGE,2011-03-17,2018-02-21,2019-10-18,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3180175003711847, 48.88728899956559], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3180175003711847, 'lat': 48.88728899956559}"
T10589,4 Place jussieu,BOUYGUES,2013-10-18,,,,,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.35498983120053, 48.84636658141635], 'type': 'Point'}, 'properties': {}}","{'lon': 2.35498983120053, 'lat': 48.84636658141635}"
T10655,4 Rue des fougeres,BOUYGUES,1996-05-31,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.41083450044235, 48.871700999760975], 'type': 'Point'}, 'properties': {}}","{'lon': 2.41083450044235, 'lat': 48.871700999760975}"
75101_003_13,4 Rue du mont thabor,FREE MOBILE,2019-06-18,2019-06-18,2023-01-19,,3G/4G/5G,75001,"{'type': 'Feature', 'geometry': {'coordinates': [2.3294745006398143, 48.86547300027896], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3294745006398143, 'lat': 48.86547300027896}"
75120_020_01,4 Rue paquelin,FREE MOBILE,2013-01-21,2014-01-24,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4022755003309255, 48.86890199966588], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4022755003309255, 'lat': 48.86890199966588}"
7510000025,40 Rue jussieu,SFR,2023-07-06,,,,3G/4G/5G,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.353621500176183, 48.84730199976078], 'type': 'Point'}, 'properties': {}}","{'lon': 2.353621500176183, 'lat': 48.84730199976078}"
751209,41 Rue de cronstadt,SFR,2021-06-30,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.301232499865384, 48.83316299993337], 'type': 'Point'}, 'properties': {}}","{'lon': 2.301232499865384, 'lat': 48.83316299993337}"
00017185U5,41 Boulevard de strasbourg,ORANGE,2021-06-28,2021-06-28,2021-11-09,,3G/4G/5G,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.355470999970208, 48.871898999833654], 'type': 'Point'}, 'properties': {}}","{'lon': 2.355470999970208, 'lat': 48.871898999833654}"
T16714,42-52 Rue de l'église,BOUYGUES,2018-09-12,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.288807999729208, 48.84381900009022], 'type': 'Point'}, 'properties': {}}","{'lon': 2.288807999729208, 'lat': 48.84381900009022}"
7510000005,46 Avenue de new york,SFR,2024-01-16,,,,2G/3G/4G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2938075006508956, 48.86264699959766], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2938075006508956, 'lat': 48.86264699959766}"
00000091U7,5 Bis rue massenet,ORANGE,,2013-07-22,,,3G/4G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2795019994473145, 48.85831800040688], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2795019994473145, 'lat': 48.85831800040688}"
75109_033_01,5 Cité fénelon,FREE MOBILE,2021-03-31,2021-03-29,,,3G/4G/5G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.3421554998641865, 48.87882000029799], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3421554998641865, 'lat': 48.87882000029799}"
75113_079_01,5 Place de vénétie,Free Mobile,2024-04-05,2024-04-05,2024-04-05,,3G/4G/5G,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.364410735095301, 48.82179812131285], 'type': 'Point'}, 'properties': {}}","{'lon': 2.364410735095301, 'lat': 48.82179812131285}"
00080170U8,5 Rue de simplon,ORANGE,2014-01-09,2013-11-04,2023-01-26,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3518934996807617, 48.893328000077105], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3518934996807617, 'lat': 48.893328000077105}"
T15398,50 Rue etienne marcel,BOUYGUES,2015-08-14,,,,,75002,"{'type': 'Feature', 'geometry': {'coordinates': [2.3424777663290706, 48.8655741288688], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3424777663290706, 'lat': 48.8655741288688}"
00035054U5,50 Rue la boétie,ORANGE,2024-05-30,2024-05-30,2024-05-30,,3G/4G/5G,75008,"{'type': 'Feature', 'geometry': {'coordinates': [2.3131799999495235, 48.87355499990868], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3131799999495235, 'lat': 48.87355499990868}"
T15748,51-53 Rue des archives,BOUYGUES,2013-10-01,,,,,75003,"{'type': 'Feature', 'geometry': {'coordinates': [2.357912768048413, 48.86111912323701], 'type': 'Point'}, 'properties': {}}","{'lon': 2.357912768048413, 'lat': 48.86111912323701}"
751261,52 Quai de la marne,SFR,,,,,2G/3G/4G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.3860755005845977, 48.891275999805714], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3860755005845977, 'lat': 48.891275999805714}"
751122,54 Avenue de versailles,SFR,,,,,2G/3G/4G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2742594993290948, 48.84820200034169], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2742594993290948, 'lat': 48.84820200034169}"
T15824,55-57 Rue du montparnasse,BOUYGUES,2015-04-26,,,,,75014,"{'type': 'Feature', 'geometry': {'coordinates': [2.325617999482162, 48.842018999588696], 'type': 'Point'}, 'properties': {}}","{'lon': 2.325617999482162, 'lat': 48.842018999588696}"
T10573,5-7 Rue rataud,BOUYGUES,2007-10-31,,,,,75005,"{'type': 'Feature', 'geometry': {'coordinates': [2.3455214996180396, 48.841118999729964], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3455214996180396, 'lat': 48.841118999729964}"
75109_032_05,59 Rue de châteaudun,FREE MOBILE,2021-02-01,2021-02-01,2021-03-19,,3G/4G/5G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.332323000658566, 48.876210000125056], 'type': 'Point'}, 'properties': {}}","{'lon': 2.332323000658566, 'lat': 48.876210000125056}"
00009574U3,6 Boulevard de grenelle,ORANGE,2012-12-31,2013-04-02,2024-04-05,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.289184235446502, 48.853784150140214], 'type': 'Point'}, 'properties': {}}","{'lon': 2.289184235446502, 'lat': 48.853784150140214}"
T15755,61 Rue lauriston,BOUYGUES,2002-07-10,,,,,75116,"{'type': 'Feature', 'geometry': {'coordinates': [2.2903722490745784, 48.86953414953262], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2903722490745784, 'lat': 48.86953414953262}"
00000129U8,62-64 Rue marx dormoy,ORANGE,2016-10-12,2016-10-11,2022-05-25,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3600880002380547, 48.88889999970454], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3600880002380547, 'lat': 48.88889999970454}"
7510000037,65 Rue de prony,SFR,2024-01-05,,,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.3025915005861513, 48.8828789999732], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3025915005861513, 'lat': 48.8828789999732}"
T15379,68 Rue des pyrenees,BOUYGUES,2018-10-10,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.406023999319756, 48.853502999927656], 'type': 'Point'}, 'properties': {}}","{'lon': 2.406023999319756, 'lat': 48.853502999927656}"
00080065U7,7 Avenue mac mahon,ORANGE,2013-04-04,2020-03-13,2023-07-06,,3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.2944600006038054, 48.875634000316275], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2944600006038054, 'lat': 48.875634000316275}"
T35660,7 Avenue de la porte d'ivry,BOUYGUES,2024-09-12,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3723037360677988, 48.81981811823835], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3723037360677988, 'lat': 48.81981811823835}"
T10660,7 Rue du général henrys,BOUYGUES,2013-10-01,,,,,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.326453289232523, 48.89682213499028], 'type': 'Point'}, 'properties': {}}","{'lon': 2.326453289232523, 'lat': 48.89682213499028}"
T15320,7 Rue jean arp,BOUYGUES,2016-07-12,,,,,75013,"{'type': 'Feature', 'geometry': {'coordinates': [2.3732775003734217, 48.83682599962576], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3732775003734217, 'lat': 48.83682599962576}"
75107_037_14,7 Rue jean nicot,FREE MOBILE,2023-09-29,2023-09-29,2023-09-27,,3G/4G/5G,75007,"{'type': 'Feature', 'geometry': {'coordinates': [2.307365999598951, 48.860675999763544], 'type': 'Point'}, 'properties': {}}","{'lon': 2.307365999598951, 'lat': 48.860675999763544}"
T35911,74 Boulevard de strasbourg,BOUYGUES,2019-08-13,,,,,75010,"{'type': 'Feature', 'geometry': {'coordinates': [2.3582502817584627, 48.875645122347315], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3582502817584627, 'lat': 48.875645122347315}"
00000057U7,76 Rue lecourbe,ORANGE,2012-02-16,2014-05-23,2020-11-10,,3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.305537231872999, 48.8436231444099], 'type': 'Point'}, 'properties': {}}","{'lon': 2.305537231872999, 'lat': 48.8436231444099}"
7510045542,79 Rue de provence,SFR,2024-07-24,,,,3G/4G/5G,75009,"{'type': 'Feature', 'geometry': {'coordinates': [2.3317875002858477, 48.874166999713296], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3317875002858477, 'lat': 48.874166999713296}"
00000014U8,8 Rue nicolet,ORANGE,2011-07-30,2013-11-21,,,3G/4G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3461875002774573, 48.88821600018707], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3461875002774573, 'lat': 48.88821600018707}"
T15322,80 Boulevard garibaldi,BOUYGUES,2024-01-29,,,,,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.3089319993940265, 48.845573999777365], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3089319993940265, 'lat': 48.845573999777365}"
757444,87 Boulevard de charonne,SFR,2022-05-24,,,,2G/3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.395426500626443, 48.85477199957102], 'type': 'Point'}, 'properties': {}}","{'lon': 2.395426500626443, 'lat': 48.85477199957102}"
T15209,87-89 Boulevard de charonne,BOUYGUES,2016-07-28,,,,,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3953905000332587, 48.854817000052584], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3953905000332587, 'lat': 48.854817000052584}"
00000064U7,9 Rue littré,ORANGE,2013-02-12,2014-05-22,2024-12-05,,3G/4G/5G,75006,"{'type': 'Feature', 'geometry': {'coordinates': [2.324078999531515, 48.84542099981796], 'type': 'Point'}, 'properties': {}}","{'lon': 2.324078999531515, 'lat': 48.84542099981796}"
00000063U8,90 Rue du chemin vert,ORANGE,2011-09-21,2020-11-12,2022-09-27,,3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.3805900003929805, 48.86083800031122], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3805900003929805, 'lat': 48.86083800031122}"
75112_091_01,97 Rue de reuilly,FREE MOBILE,2024-02-20,2024-02-20,2024-04-05,,3G/4G/5G,75012,"{'type': 'Feature', 'geometry': {'coordinates': [2.390915765305529, 48.84388411018443], 'type': 'Point'}, 'properties': {}}","{'lon': 2.390915765305529, 'lat': 48.84388411018443}"
00000075U8,99 Rue des orteaux,ORANGE,2015-11-06,2015-11-06,2020-12-18,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.4080444995209596, 48.855933000049774], 'type': 'Point'}, 'properties': {}}","{'lon': 2.4080444995209596, 'lat': 48.855933000049774}"
T10588,Impasse putigne,BOUYGUES,2007-09-27,,,,,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.356126948098101, 48.854814220758385], 'type': 'Point'}, 'properties': {}}","{'lon': 2.356126948098101, 'lat': 48.854814220758385}"
75104_002_01,Rue de beaubourg,FREE MOBILE,2016-01-13,2016-01-13,,,3G/4G/5G,75004,"{'type': 'Feature', 'geometry': {'coordinates': [2.352746791103085, 48.860547022664356], 'type': 'Point'}, 'properties': {}}","{'lon': 2.352746791103085, 'lat': 48.860547022664356}"
7510059563,Rue suzanne lenglen,SFR,2023-07-18,,,,3G/4G/5G,75016,"{'type': 'Feature', 'geometry': {'coordinates': [2.2484486812373303, 48.84716722085526], 'type': 'Point'}, 'properties': {}}","{'lon': 2.2484486812373303, 'lat': 48.84716722085526}"
751249,27 Rue saint ambroise,SFR,2021-03-19,,,,2G/3G/4G/5G,75011,"{'type': 'Feature', 'geometry': {'coordinates': [2.377867823651712, 48.86251259001847], 'type': 'Point'}, 'properties': {}}","{'lon': 2.377867823651712, 'lat': 48.86251259001847}"
00000224U8,31 Rue de la chapelle,ORANGE,2011-05-20,2013-06-24,2021-03-19,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.3596019995569164, 48.892464000193755], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3596019995569164, 'lat': 48.892464000193755}"
756164,32 Rue perignon,SFR,2021-10-27,,,,2G/3G/4G/5G,75015,"{'type': 'Feature', 'geometry': {'coordinates': [2.306708999471083, 48.84698700036745], 'type': 'Point'}, 'properties': {}}","{'lon': 2.306708999471083, 'lat': 48.84698700036745}"
750417,33 Avenue de wagram,SFR,2021-07-08,,,,2G/3G/4G/5G,75017,"{'type': 'Feature', 'geometry': {'coordinates': [2.296908000410656, 48.87675000044919], 'type': 'Point'}, 'properties': {}}","{'lon': 2.296908000410656, 'lat': 48.87675000044919}"
75118_029_08,34 Rue pierre fontaine,FREE MOBILE,2019-12-31,2019-12-31,2024-06-13,,3G/4G/5G,75018,"{'type': 'Feature', 'geometry': {'coordinates': [2.333483999938173, 48.88258200023824], 'type': 'Point'}, 'properties': {}}","{'lon': 2.333483999938173, 'lat': 48.88258200023824}"
7510052045,346 Rue des pyrenees,SFR,2024-12-27,,,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.388375000195853, 48.873887999907325], 'type': 'Point'}, 'properties': {}}","{'lon': 2.388375000195853, 'lat': 48.873887999907325}"
T15831,35-43 rue duris,BOUYGUES,2000-02-07,,,,,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.386975499857832, 48.866300999885574], 'type': 'Point'}, 'properties': {}}","{'lon': 2.386975499857832, 'lat': 48.866300999885574}"
00080165U8,36 Avenue gambetta,ORANGE,2013-07-07,2014-05-12,2021-06-08,,3G/4G/5G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.397085286956996, 48.86488110685238], 'type': 'Point'}, 'properties': {}}","{'lon': 2.397085286956996, 'lat': 48.86488110685238}"
75119_006_03,36 Rue de thionville,FREE MOBILE,2013-03-26,2014-03-12,2023-07-26,,3G/4G/5G,75019,"{'type': 'Feature', 'geometry': {'coordinates': [2.385580500152632, 48.89010600015054], 'type': 'Point'}, 'properties': {}}","{'lon': 2.385580500152632, 'lat': 48.89010600015054}"
753567,36 Rue du retrait,SFR,,,,,2G/3G/4G,75020,"{'type': 'Feature', 'geometry': {'coordinates': [2.3936715000384035, 48.86919000038962], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3936715000384035, 'lat': 48.86919000038962}"
